Model,Outer Repeat,Fold,Experiment,Density,Cutting Speed,Feed Rate,Experiment ID,MAE,MSE,RMSE,Window Count
LSTM,1,1,"(10, 10, 10, 1)",10,10,10,1,5.98911190032959,42.67769241333008,6.532816575821648,179
LSTM,1,1,"(10, 16, 10, 3)",10,16,10,3,3.925636053085327,21.684267044067383,4.656636881276807,179
LSTM,1,1,"(10, 16, 15, 2)",10,16,15,2,4.202698230743408,22.83521270751953,4.7786203770041755,179
LSTM,1,1,"(10, 16, 20, 3)",10,16,20,3,4.88650369644165,32.685340881347656,5.717109486562913,179
LSTM,1,1,"(10, 25, 10, 3)",10,25,10,3,5.896852016448975,40.83915328979492,6.390551876778321,179
LSTM,1,1,"(10, 25, 20, 3)",10,25,20,3,4.027697563171387,20.777164459228516,4.558197501121306,179
LSTM,1,1,"(10, 40, 10, 1)",10,40,10,1,5.39646577835083,35.16679382324219,5.930159679405116,179
LSTM,1,1,"(10, 40, 15, 2)",10,40,15,2,2.0453758239746094,6.123856544494629,2.4746427104724895,179
LSTM,1,1,"(10, 40, 20, 2)",10,40,20,2,5.935606956481934,38.56057357788086,6.209716062581353,179
LSTM,1,1,"(10, 63, 10, 1)",10,63,10,1,5.2647833824157715,33.273223876953125,5.768294711346944,179
LSTM,1,1,"(10, 63, 15, 3)",10,63,15,3,2.4005539417266846,6.9976487159729,2.645306922830109,179
LSTM,1,1,"(10, 63, 20, 3)",10,63,20,3,4.149472713470459,18.692859649658203,4.3235239850911205,179
LSTM,1,1,"(10, 100, 10, 1)",10,100,10,1,2.759922504425049,12.40136432647705,3.5215570883455873,179
LSTM,1,1,"(10, 100, 20, 1)",10,100,20,1,4.188225746154785,24.92774772644043,4.992769544695652,179
LSTM,1,1,"(15, 10, 10, 3)",15,10,10,3,4.490776538848877,27.853612899780273,5.277652214742866,179
LSTM,1,1,"(15, 16, 10, 3)",15,16,10,3,4.3057122230529785,25.341081619262695,5.033992612158136,179
LSTM,1,1,"(15, 16, 15, 2)",15,16,15,2,3.3543996810913086,16.92620849609375,4.114147359550184,179
LSTM,1,1,"(15, 16, 20, 1)",15,16,20,1,8.290508270263672,100.40604400634766,10.020281633085352,179
LSTM,1,1,"(15, 25, 10, 3)",15,25,10,3,2.7165932655334473,10.7169828414917,3.273680320601219,179
LSTM,1,1,"(15, 40, 20, 3)",15,40,20,3,2.2494306564331055,8.511449813842773,2.917438913472358,179
LSTM,1,1,"(15, 63, 10, 2)",15,63,10,2,2.0491857528686523,6.9037089347839355,2.6274909961375577,179
LSTM,1,1,"(15, 63, 15, 2)",15,63,15,2,4.002754211425781,22.417797088623047,4.734743613821455,179
LSTM,1,1,"(15, 63, 20, 3)",15,63,20,3,5.545717239379883,39.147918701171875,6.256829764439167,179
LSTM,1,1,"(20, 10, 15, 1)",20,10,15,1,19.972774505615234,593.2416381835938,24.356552263889768,179
LSTM,1,1,"(20, 10, 20, 1)",20,10,20,1,4.27434778213501,24.896072387695312,4.9895964153120955,179
LSTM,1,1,"(20, 16, 10, 2)",20,16,10,2,21.482345581054688,690.3475952148438,26.274466601909232,179
LSTM,1,1,"(20, 16, 15, 1)",20,16,15,1,5.549302101135254,46.839298248291016,6.8439241848731065,179
LSTM,1,1,"(20, 16, 20, 1)",20,16,20,1,13.092528343200684,195.59898376464844,13.985670658379185,179
LSTM,1,1,"(20, 25, 10, 1)",20,25,10,1,8.006062507629395,75.05506896972656,8.663432862885623,179
LSTM,1,1,"(20, 25, 15, 2)",20,25,15,2,8.307347297668457,92.86222076416016,9.636504592649773,179
LSTM,1,1,"(20, 25, 20, 1)",20,25,20,1,7.275167465209961,71.44396209716797,8.452453022476254,179
LSTM,1,1,"(20, 40, 15, 3)",20,40,15,3,5.849433422088623,40.040687561035156,6.327771136903985,179
LSTM,1,1,"(20, 63, 10, 1)",20,63,10,1,8.971283912658691,90.445556640625,9.510286885295574,179
LSTM,1,1,"(20, 100, 10, 3)",20,100,10,3,8.709083557128906,81.81974792480469,9.045426906719477,179
LSTM,1,1,"(20, 100, 15, 3)",20,100,15,3,6.779165744781494,68.40970611572266,8.271016026808475,179
LSTM,1,1,"(25, 10, 15, 1)",25,10,15,1,9.025638580322266,122.06549835205078,11.048325590425492,179
LSTM,1,1,"(25, 10, 20, 1)",25,10,20,1,13.391461372375488,247.85556030273438,15.743429115117658,179
LSTM,1,1,"(25, 16, 15, 1)",25,16,15,1,12.286506652832031,286.0450439453125,16.912866225016757,179
LSTM,1,1,"(25, 25, 20, 1)",25,25,20,1,11.484426498413086,280.1174011230469,16.736708192564237,179
LSTM,1,1,"(25, 40, 20, 1)",25,40,20,1,8.788972854614258,143.4213104248047,11.975863660914175,179
GRU,1,1,"(10, 10, 10, 1)",10,10,10,1,2.185971736907959,7.614588737487793,2.7594544275069652,92
GRU,1,1,"(10, 16, 10, 3)",10,16,10,3,7.2664642333984375,60.706790924072266,7.791456277492178,92
GRU,1,1,"(10, 16, 15, 2)",10,16,15,2,6.491760730743408,51.0984992980957,7.148321432203207,92
GRU,1,1,"(10, 16, 20, 3)",10,16,20,3,4.415568828582764,25.61182403564453,5.06081258649681,92
GRU,1,1,"(10, 25, 10, 3)",10,25,10,3,8.3921537399292,76.65347290039062,8.755196908144935,92
GRU,1,1,"(10, 25, 20, 3)",10,25,20,3,3.9210925102233887,19.779481887817383,4.447412943253346,92
GRU,1,1,"(10, 40, 10, 1)",10,40,10,1,6.922671318054199,59.822208404541016,7.734481779960505,92
GRU,1,1,"(10, 40, 15, 2)",10,40,15,2,2.7798683643341064,12.283121109008789,3.5047283930440014,92
GRU,1,1,"(10, 40, 20, 2)",10,40,20,2,5.4789958000183105,34.13740921020508,5.842722756575489,92
GRU,1,1,"(10, 63, 10, 1)",10,63,10,1,6.737149238586426,47.813514709472656,6.914731716377191,92
GRU,1,1,"(10, 63, 15, 3)",10,63,15,3,1.0696077346801758,2.0885767936706543,1.4451909194534314,92
GRU,1,1,"(10, 63, 20, 3)",10,63,20,3,5.015836238861084,27.413619995117188,5.2358017528471406,92
GRU,1,1,"(10, 100, 10, 1)",10,100,10,1,6.271063804626465,45.2603645324707,6.7275823690587915,92
GRU,1,1,"(10, 100, 20, 1)",10,100,20,1,1.6604593992233276,4.723784446716309,2.1734268901245124,92
GRU,1,1,"(15, 10, 10, 3)",15,10,10,3,11.50697135925293,149.9090576171875,12.243735443776442,92
GRU,1,1,"(15, 16, 10, 3)",15,16,10,3,9.329447746276855,96.60948944091797,9.829012638150282,92
GRU,1,1,"(15, 16, 15, 2)",15,16,15,2,3.9979214668273926,20.589677810668945,4.537585019662877,92
GRU,1,1,"(15, 16, 20, 1)",15,16,20,1,8.020742416381836,92.69696807861328,9.627926468280346,92
GRU,1,1,"(15, 25, 10, 3)",15,25,10,3,2.56752347946167,13.448572158813477,3.6672294936114205,92
GRU,1,1,"(15, 40, 20, 3)",15,40,20,3,2.7034218311309814,11.979172706604004,3.4610941487633653,92
GRU,1,1,"(15, 63, 10, 2)",15,63,10,2,2.2852189540863037,7.951786041259766,2.8198911399661806,92
GRU,1,1,"(15, 63, 15, 2)",15,63,15,2,2.971390724182129,11.5285062789917,3.395365411703385,92
GRU,1,1,"(15, 63, 20, 3)",15,63,20,3,4.591375827789307,32.2048225402832,5.674929298262949,92
GRU,1,1,"(20, 10, 15, 1)",20,10,15,1,21.44254493713379,566.9983520507812,23.81172719587517,92
GRU,1,1,"(20, 10, 20, 1)",20,10,20,1,6.9337873458862305,80.86482238769531,8.992486996804349,92
GRU,1,1,"(20, 16, 10, 2)",20,16,10,2,21.311708450317383,642.4699096679688,25.3469901500744,92
GRU,1,1,"(20, 16, 15, 1)",20,16,15,1,8.670944213867188,95.39144134521484,9.766854219512792,92
GRU,1,1,"(20, 16, 20, 1)",20,16,20,1,10.758417129516602,141.55149841308594,11.897541696211277,92
GRU,1,1,"(20, 25, 10, 1)",20,25,10,1,6.496826648712158,60.499515533447266,7.778143450300159,92
GRU,1,1,"(20, 25, 15, 2)",20,25,15,2,10.230515480041504,141.36480712890625,11.889693315174544,92
GRU,1,1,"(20, 25, 20, 1)",20,25,20,1,6.954782962799072,68.46757507324219,8.274513585295646,92
GRU,1,1,"(20, 40, 15, 3)",20,40,15,3,5.5289788246154785,47.80977249145508,6.914461113597724,92
GRU,1,1,"(20, 63, 10, 1)",20,63,10,1,9.962054252624512,131.8262939453125,11.481563218713404,92
GRU,1,1,"(20, 100, 10, 3)",20,100,10,3,7.14963436126709,74.94924926757812,8.657323447092532,92
GRU,1,1,"(20, 100, 15, 3)",20,100,15,3,8.125007629394531,102.54549407958984,10.126474908851048,92
GRU,1,1,"(25, 10, 15, 1)",25,10,15,1,9.036962509155273,118.9577407836914,10.906774994639406,92
GRU,1,1,"(25, 10, 20, 1)",25,10,20,1,9.145600318908691,114.90217590332031,10.719243252362562,92
GRU,1,1,"(25, 16, 15, 1)",25,16,15,1,11.518743515014648,158.81834411621094,12.602315030033607,92
GRU,1,1,"(25, 25, 20, 1)",25,25,20,1,9.586138725280762,125.22249603271484,11.190285788697036,92
GRU,1,1,"(25, 40, 20, 1)",25,40,20,1,5.697064399719238,46.80508041381836,6.841423858658252,92
RNN,1,1,"(10, 10, 10, 1)",10,10,10,1,6.143836498260498,42.61065673828125,6.5276838724222275,179
RNN,1,1,"(10, 16, 10, 3)",10,16,10,3,3.138366460800171,13.310768127441406,3.648392540207455,179
RNN,1,1,"(10, 16, 15, 2)",10,16,15,2,3.449821710586548,15.703607559204102,3.962777757987962,179
RNN,1,1,"(10, 16, 20, 3)",10,16,20,3,7.79809045791626,67.81085205078125,8.234734485748842,179
RNN,1,1,"(10, 25, 10, 3)",10,25,10,3,4.501303195953369,26.10860252380371,5.109657769734066,179
RNN,1,1,"(10, 25, 20, 3)",10,25,20,3,7.1985273361206055,55.925743103027344,7.478351630073792,179
RNN,1,1,"(10, 40, 10, 1)",10,40,10,1,3.1208744049072266,13.786937713623047,3.7130765833231942,179
RNN,1,1,"(10, 40, 15, 2)",10,40,15,2,2.325075149536133,7.095917224884033,2.663816289627352,179
RNN,1,1,"(10, 40, 20, 2)",10,40,20,2,3.1689887046813965,12.086286544799805,3.476533696773239,179
RNN,1,1,"(10, 63, 10, 1)",10,63,10,1,2.7322940826416016,13.696402549743652,3.700865108288014,179
RNN,1,1,"(10, 63, 15, 3)",10,63,15,3,3.774242877960205,15.72325325012207,3.965255760997274,179
RNN,1,1,"(10, 63, 20, 3)",10,63,20,3,1.7225453853607178,4.493302345275879,2.119741103360474,179
RNN,1,1,"(10, 100, 10, 1)",10,100,10,1,4.165103912353516,25.758939743041992,5.0753265651622845,179
RNN,1,1,"(10, 100, 20, 1)",10,100,20,1,2.3383545875549316,9.341283798217773,3.0563513865748115,179
RNN,1,1,"(15, 10, 10, 3)",15,10,10,3,1.7595289945602417,5.066491603851318,2.2508868483003135,179
RNN,1,1,"(15, 16, 10, 3)",15,16,10,3,2.0522890090942383,5.709425449371338,2.38944040506796,179
RNN,1,1,"(15, 16, 15, 2)",15,16,15,2,4.828126907348633,33.56002426147461,5.793101437181521,179
RNN,1,1,"(15, 16, 20, 1)",15,16,20,1,4.890679836273193,38.9102783203125,6.237810378675557,179
RNN,1,1,"(15, 25, 10, 3)",15,25,10,3,3.282111406326294,18.232601165771484,4.2699650075581985,179
RNN,1,1,"(15, 40, 20, 3)",15,40,20,3,5.481807231903076,47.60441207885742,6.899595066296095,179
RNN,1,1,"(15, 63, 10, 2)",15,63,10,2,6.58237361907959,63.20576095581055,7.950205088915037,179
RNN,1,1,"(15, 63, 15, 2)",15,63,15,2,8.654949188232422,96.0672378540039,9.80138958791068,179
RNN,1,1,"(15, 63, 20, 3)",15,63,20,3,15.179444313049316,275.21575927734375,16.589628063261205,179
RNN,1,1,"(20, 10, 15, 1)",20,10,15,1,21.78921890258789,674.9600830078125,25.979993899302833,179
RNN,1,1,"(20, 10, 20, 1)",20,10,20,1,5.504794120788574,50.693206787109375,7.119916206466855,179
RNN,1,1,"(20, 16, 10, 2)",20,16,10,2,17.539026260375977,442.8654479980469,21.044368557836247,179
RNN,1,1,"(20, 16, 15, 1)",20,16,15,1,3.8950037956237793,25.54181671142578,5.053891244518997,179
RNN,1,1,"(20, 16, 20, 1)",20,16,20,1,16.968313217163086,334.02325439453125,18.27630308335171,179
RNN,1,1,"(20, 25, 10, 1)",20,25,10,1,12.281883239746094,173.9510040283203,13.189048640001307,179
RNN,1,1,"(20, 25, 15, 2)",20,25,15,2,2.8430936336517334,10.98511028289795,3.3143793209133365,179
RNN,1,1,"(20, 25, 20, 1)",20,25,20,1,7.248307228088379,78.1960678100586,8.84285405341842,179
RNN,1,1,"(20, 40, 15, 3)",20,40,15,3,5.992958068847656,45.44464874267578,6.741264624881283,179
RNN,1,1,"(20, 63, 10, 1)",20,63,10,1,12.304452896118164,158.0847625732422,12.57317631202403,179
RNN,1,1,"(20, 100, 10, 3)",20,100,10,3,11.078658103942871,138.48098754882812,11.767794506568686,179
RNN,1,1,"(20, 100, 15, 3)",20,100,15,3,12.833351135253906,217.16790771484375,14.736617919822843,179
RNN,1,1,"(25, 10, 15, 1)",25,10,15,1,5.268535137176514,39.38196563720703,6.275505209718739,179
RNN,1,1,"(25, 10, 20, 1)",25,10,20,1,12.093351364135742,261.9307861328125,16.184275891519288,179
RNN,1,1,"(25, 16, 15, 1)",25,16,15,1,13.592097282409668,214.6773681640625,14.651872513916523,179
RNN,1,1,"(25, 25, 20, 1)",25,25,20,1,16.548980712890625,309.06036376953125,17.58011273483567,179
RNN,1,1,"(25, 40, 20, 1)",25,40,20,1,9.338604927062988,110.67222595214844,10.520086784439966,179
TCN,1,1,"(10, 10, 10, 1)",10,10,10,1,7.467933177947998,64.63105773925781,8.039344360036944,92
TCN,1,1,"(10, 16, 10, 3)",10,16,10,3,2.519071340560913,9.2542085647583,3.042073070252965,92
TCN,1,1,"(10, 16, 15, 2)",10,16,15,2,2.2181687355041504,6.60453462600708,2.569928914582479,92
TCN,1,1,"(10, 16, 20, 3)",10,16,20,3,7.879977226257324,63.752628326416016,7.984524301823874,92
TCN,1,1,"(10, 25, 10, 3)",10,25,10,3,4.502062797546387,27.87563133239746,5.279737809058084,92
TCN,1,1,"(10, 25, 20, 3)",10,25,20,3,6.540140628814697,46.46928024291992,6.816837994475145,92
TCN,1,1,"(10, 40, 10, 1)",10,40,10,1,2.9612014293670654,13.597990989685059,3.687545388152539,92
TCN,1,1,"(10, 40, 15, 2)",10,40,15,2,4.234939098358154,24.31085205078125,4.930603619312878,92
TCN,1,1,"(10, 40, 20, 2)",10,40,20,2,4.037078380584717,17.01551628112793,4.124986821933851,92
TCN,1,1,"(10, 63, 10, 1)",10,63,10,1,3.0366196632385254,14.719815254211426,3.836641142224723,92
TCN,1,1,"(10, 63, 15, 3)",10,63,15,3,4.218909740447998,18.935152053833008,4.35145401605406,92
TCN,1,1,"(10, 63, 20, 3)",10,63,20,3,4.395010471343994,20.150007247924805,4.488875944813445,92
TCN,1,1,"(10, 100, 10, 1)",10,100,10,1,4.99090051651001,38.1947135925293,6.1801871810269065,92
TCN,1,1,"(10, 100, 20, 1)",10,100,20,1,4.455707550048828,23.05022430419922,4.80106491355816,92
TCN,1,1,"(15, 10, 10, 3)",15,10,10,3,3.736964702606201,18.745378494262695,4.329593340518564,92
TCN,1,1,"(15, 16, 10, 3)",15,16,10,3,2.394460439682007,8.760857582092285,2.959874588912896,92
TCN,1,1,"(15, 16, 15, 2)",15,16,15,2,3.06097412109375,14.098272323608398,3.7547666137335884,92
TCN,1,1,"(15, 16, 20, 1)",15,16,20,1,9.449156761169434,110.6082992553711,10.517048029526684,92
TCN,1,1,"(15, 25, 10, 3)",15,25,10,3,2.707571506500244,11.593650817871094,3.4049450535759154,92
TCN,1,1,"(15, 40, 20, 3)",15,40,20,3,2.5809786319732666,12.232767105102539,3.4975372914527356,92
TCN,1,1,"(15, 63, 10, 2)",15,63,10,2,4.272887706756592,25.037548065185547,5.003753397719111,92
TCN,1,1,"(15, 63, 15, 2)",15,63,15,2,4.082143306732178,25.947650909423828,5.0938836764716005,92
TCN,1,1,"(15, 63, 20, 3)",15,63,20,3,6.9691243171691895,52.876564025878906,7.271627329963968,92
TCN,1,1,"(20, 10, 15, 1)",20,10,15,1,6.1660261154174805,60.223228454589844,7.760362649682671,92
TCN,1,1,"(20, 10, 20, 1)",20,10,20,1,10.181809425354004,142.1479034423828,11.92257956326494,92
TCN,1,1,"(20, 16, 10, 2)",20,16,10,2,8.000146865844727,92.70260620117188,9.6282192642862,92
TCN,1,1,"(20, 16, 15, 1)",20,16,15,1,5.510674476623535,53.94968032836914,7.3450446103729785,92
TCN,1,1,"(20, 16, 20, 1)",20,16,20,1,15.786404609680176,291.6416320800781,17.07751832322478,92
TCN,1,1,"(20, 25, 10, 1)",20,25,10,1,11.910904884338379,168.65301513671875,12.986647571129307,92
TCN,1,1,"(20, 25, 15, 2)",20,25,15,2,4.238052845001221,23.88036346435547,4.886753878021223,92
TCN,1,1,"(20, 25, 20, 1)",20,25,20,1,7.045820713043213,60.076412200927734,7.750897509380945,92
TCN,1,1,"(20, 40, 15, 3)",20,40,15,3,3.8086659908294678,18.026979446411133,4.245819054836314,92
TCN,1,1,"(20, 63, 10, 1)",20,63,10,1,5.831042766571045,39.77362823486328,6.306633668991983,92
TCN,1,1,"(20, 100, 10, 3)",20,100,10,3,9.279851913452148,98.59710693359375,9.929607592125368,92
TCN,1,1,"(20, 100, 15, 3)",20,100,15,3,11.425897598266602,174.36532592773438,13.204746340908423,92
TCN,1,1,"(25, 10, 15, 1)",25,10,15,1,14.053766250610352,414.198486328125,20.351866900314697,92
TCN,1,1,"(25, 10, 20, 1)",25,10,20,1,25.087390899658203,714.76171875,26.735027936211324,92
TCN,1,1,"(25, 16, 15, 1)",25,16,15,1,13.96711254119873,240.84445190429688,15.519164020793674,92
TCN,1,1,"(25, 25, 20, 1)",25,25,20,1,11.975493431091309,194.5875244140625,13.94946323032046,92
TCN,1,1,"(25, 40, 20, 1)",25,40,20,1,7.890666961669922,103.8636703491211,10.191352724203059,92
LSTM,1,2,"(10, 10, 15, 2)",10,10,15,2,2.518632650375366,9.133012771606445,3.0220874857631843,179
LSTM,1,2,"(10, 10, 20, 1)",10,10,20,1,3.484225273132324,16.477962493896484,4.059305666477518,179
LSTM,1,2,"(10, 16, 20, 2)",10,16,20,2,1.9291818141937256,5.398932456970215,2.3235602976833234,179
LSTM,1,2,"(10, 25, 20, 2)",10,25,20,2,3.18259596824646,11.223160743713379,3.3500986170131437,179
LSTM,1,2,"(10, 40, 10, 3)",10,40,10,3,2.427929639816284,7.648634433746338,2.7656164654098983,179
LSTM,1,2,"(10, 40, 15, 1)",10,40,15,1,4.679806709289551,24.199962615966797,4.919345750805364,179
LSTM,1,2,"(10, 40, 20, 1)",10,40,20,1,3.8840527534484863,20.37990379333496,4.514410680624323,179
LSTM,1,2,"(10, 63, 10, 3)",10,63,10,3,2.2756662368774414,6.939637184143066,2.6343191120559153,179
LSTM,1,2,"(10, 100, 10, 3)",10,100,10,3,1.4428741931915283,2.621382474899292,1.6190683972270263,179
LSTM,1,2,"(10, 100, 15, 2)",10,100,15,2,2.395418882369995,9.006731986999512,3.0011217880984957,179
LSTM,1,2,"(15, 10, 10, 2)",15,10,10,2,3.058387041091919,20.3161678314209,4.507345985324501,179
LSTM,1,2,"(15, 10, 20, 1)",15,10,20,1,2.034975528717041,5.896378517150879,2.428245975421534,179
LSTM,1,2,"(15, 25, 10, 1)",15,25,10,1,2.6961824893951416,11.090943336486816,3.330306793147865,179
LSTM,1,2,"(15, 25, 15, 1)",15,25,15,1,8.382599830627441,76.0260009765625,8.719289017836402,179
LSTM,1,2,"(15, 25, 20, 2)",15,25,20,2,2.7746665477752686,20.522171020507812,4.530140287067036,179
LSTM,1,2,"(15, 40, 10, 3)",15,40,10,3,1.4121133089065552,2.9754703044891357,1.724955160138702,179
LSTM,1,2,"(15, 40, 15, 3)",15,40,15,3,4.148226261138916,20.047428131103516,4.477435441310519,179
LSTM,1,2,"(15, 63, 15, 1)",15,63,15,1,3.0467023849487305,10.95228099822998,3.3094230612343867,179
LSTM,1,2,"(15, 63, 20, 1)",15,63,20,1,4.237734794616699,21.543785095214844,4.641528314597989,179
LSTM,1,2,"(15, 100, 15, 3)",15,100,15,3,1.9397954940795898,5.444154739379883,2.3332712528507873,179
LSTM,1,2,"(15, 100, 20, 2)",15,100,20,2,0.8866198658943176,1.0869472026824951,1.0425676010132365,179
LSTM,1,2,"(20, 10, 15, 2)",20,10,15,2,6.349794864654541,53.00912094116211,7.2807362911426825,179
LSTM,1,2,"(20, 10, 20, 2)",20,10,20,2,20.988651275634766,524.2278442382812,22.896022454528673,179
LSTM,1,2,"(20, 16, 15, 2)",20,16,15,2,4.960437774658203,43.7336311340332,6.613140791940937,179
LSTM,1,2,"(20, 25, 10, 3)",20,25,10,3,3.4065356254577637,16.296375274658203,4.036876920920206,179
LSTM,1,2,"(20, 40, 10, 3)",20,40,10,3,3.5464303493499756,16.17617416381836,4.021961482140071,179
LSTM,1,2,"(20, 40, 15, 2)",20,40,15,2,9.56840705871582,147.19374084472656,12.132342759942391,179
LSTM,1,2,"(20, 40, 20, 3)",20,40,20,3,8.316177368164062,79.99156188964844,8.943800192851382,179
LSTM,1,2,"(20, 63, 10, 3)",20,63,10,3,5.1812543869018555,33.61809158325195,5.798111035781563,179
LSTM,1,2,"(20, 63, 15, 2)",20,63,15,2,3.022183418273926,11.370615005493164,3.37203425330959,179
LSTM,1,2,"(20, 100, 15, 2)",20,100,15,2,3.440521001815796,13.849971771240234,3.721555020584841,179
LSTM,1,2,"(20, 100, 20, 3)",20,100,20,3,4.245486259460449,22.950336456298828,4.790650942857226,179
